timestamp, temperature.gpu, utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pstate
2026/02/11 11:42:28.097, 80, 100 %, 48 %, 198.34 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:42:29.148, 81, 100 %, 49 %, 209.49 W, 1155 MHz, 877 MHz, P0
2026/02/11 11:42:30.195, 81, 100 %, 49 %, 206.77 W, 1155 MHz, 877 MHz, P0
2026/02/11 11:42:31.203, 81, 100 %, 50 %, 202.49 W, 1155 MHz, 877 MHz, P0
2026/02/11 11:42:32.219, 81, 100 %, 48 %, 195.00 W, 1155 MHz, 877 MHz, P0
2026/02/11 11:42:33.235, 81, 100 %, 48 %, 207.25 W, 1155 MHz, 877 MHz, P0
2026/02/11 11:42:34.238, 81, 100 %, 49 %, 203.92 W, 1162 MHz, 877 MHz, P0
2026/02/11 11:42:35.240, 82, 100 %, 48 %, 199.29 W, 1155 MHz, 877 MHz, P0
2026/02/11 11:42:36.241, 82, 100 %, 48 %, 208.54 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:42:37.287, 80, 100 %, 57 %, 191.32 W, 1290 MHz, 877 MHz, P0
2026/02/11 11:42:38.288, 82, 100 %, 49 %, 206.30 W, 1162 MHz, 877 MHz, P0
2026/02/11 11:42:39.301, 81, 100 %, 44 %, 190.36 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:42:40.308, 81, 100 %, 45 %, 190.84 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:42:41.317, 81, 100 %, 46 %, 183.33 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:42:42.333, 81, 100 %, 47 %, 188.93 W, 1110 MHz, 877 MHz, P0
2026/02/11 11:42:43.346, 81, 100 %, 48 %, 190.84 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:42:44.375, 81, 100 %, 48 %, 187.50 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:42:45.381, 81, 100 %, 45 %, 187.50 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:42:46.407, 81, 100 %, 45 %, 195.95 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:42:47.419, 81, 100 %, 47 %, 187.50 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:42:48.432, 80, 100 %, 45 %, 172.00 W, 1065 MHz, 877 MHz, P0
2026/02/11 11:42:49.453, 80, 100 %, 46 %, 177.25 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:42:50.455, 80, 100 %, 46 %, 179.04 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:42:51.461, 80, 100 %, 47 %, 195.48 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:42:52.473, 80, 100 %, 47 %, 199.29 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:42:53.513, 81, 100 %, 46 %, 197.86 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:42:54.523, 81, 100 %, 46 %, 191.79 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:42:55.568, 81, 100 %, 46 %, 191.32 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:42:56.590, 81, 100 %, 49 %, 201.54 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:42:57.641, 81, 100 %, 47 %, 200.11 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:42:58.656, 81, 100 %, 46 %, 194.52 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:42:59.664, 81, 100 %, 46 %, 192.75 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:00.683, 81, 100 %, 47 %, 201.54 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:01.701, 81, 100 %, 48 %, 201.06 W, 1147 MHz, 877 MHz, P0
2026/02/11 11:43:02.721, 81, 100 %, 48 %, 200.24 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:03.728, 81, 100 %, 46 %, 197.38 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:04.730, 81, 100 %, 47 %, 186.55 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:05.781, 81, 100 %, 46 %, 202.96 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:06.797, 81, 100 %, 50 %, 198.81 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:07.799, 81, 100 %, 47 %, 193.57 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:08.817, 81, 100 %, 47 %, 202.49 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:09.826, 81, 100 %, 52 %, 190.84 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:10.835, 81, 100 %, 47 %, 184.64 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:11.883, 81, 100 %, 47 %, 203.44 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:12.948, 81, 100 %, 48 %, 188.46 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:13.961, 81, 100 %, 48 %, 200.24 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:15.001, 81, 100 %, 48 %, 201.54 W, 1147 MHz, 877 MHz, P0
2026/02/11 11:43:16.007, 81, 100 %, 47 %, 201.19 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:17.010, 81, 100 %, 46 %, 196.43 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:18.013, 81, 100 %, 48 %, 201.06 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:19.043, 81, 100 %, 46 %, 199.29 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:20.045, 81, 100 %, 47 %, 192.62 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:21.052, 82, 100 %, 50 %, 215.20 W, 1192 MHz, 877 MHz, P0
2026/02/11 11:43:22.054, 82, 100 %, 49 %, 198.81 W, 1147 MHz, 877 MHz, P0
2026/02/11 11:43:23.059, 81, 100 %, 47 %, 201.54 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:24.063, 81, 100 %, 49 %, 192.27 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:25.069, 81, 100 %, 47 %, 203.44 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:26.076, 81, 100 %, 48 %, 194.52 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:27.080, 81, 100 %, 46 %, 200.24 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:28.082, 81, 100 %, 48 %, 194.18 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:29.085, 81, 100 %, 45 %, 200.24 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:30.120, 81, 100 %, 48 %, 195.95 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:31.126, 81, 100 %, 52 %, 184.16 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:43:32.143, 81, 100 %, 47 %, 198.34 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:33.146, 81, 100 %, 45 %, 187.50 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:34.158, 81, 100 %, 47 %, 195.00 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:35.170, 81, 100 %, 45 %, 196.43 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:36.190, 81, 100 %, 47 %, 188.93 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:37.233, 81, 100 %, 47 %, 199.15 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:38.262, 81, 100 %, 48 %, 195.00 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:39.270, 81, 100 %, 45 %, 199.76 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:40.320, 81, 100 %, 46 %, 192.62 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:41.338, 81, 100 %, 47 %, 186.55 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:42.350, 81, 100 %, 48 %, 198.81 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:43.387, 81, 100 %, 45 %, 194.52 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:44.394, 81, 100 %, 47 %, 195.48 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:45.408, 81, 100 %, 44 %, 182.86 W, 1102 MHz, 877 MHz, P0
2026/02/11 11:43:46.411, 81, 100 %, 46 %, 194.52 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:47.420, 81, 100 %, 47 %, 196.43 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:48.430, 81, 100 %, 45 %, 187.02 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:49.435, 81, 100 %, 48 %, 197.86 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:50.475, 81, 100 %, 45 %, 185.59 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:51.503, 81, 100 %, 44 %, 180.95 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:52.532, 81, 100 %, 46 %, 189.89 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:53.538, 81, 100 %, 47 %, 186.55 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:43:54.557, 81, 100 %, 47 %, 194.52 W, 1132 MHz, 877 MHz, P0
2026/02/11 11:43:55.593, 81, 100 %, 47 %, 183.81 W, 1117 MHz, 877 MHz, P0
2026/02/11 11:43:56.595, 81, 100 %, 47 %, 200.11 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:57.601, 81, 100 %, 48 %, 194.05 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:58.611, 81, 100 %, 46 %, 201.06 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:43:59.621, 81, 100 %, 47 %, 196.90 W, 1147 MHz, 877 MHz, P0
2026/02/11 11:44:00.634, 81, 100 %, 47 %, 202.49 W, 1125 MHz, 877 MHz, P0
2026/02/11 11:44:01.681, 81, 100 %, 46 %, 201.06 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:44:02.693, 81, 100 %, 47 %, 194.05 W, 1140 MHz, 877 MHz, P0
2026/02/11 11:44:03.723, 78, 91 %, 49 %, 70.43 W, 1425 MHz, 877 MHz, P0
2026/02/11 11:44:04.724, 76, 0 %, 0 %, 74.24 W, 1530 MHz, 877 MHz, P0
2026/02/11 11:44:05.726, 74, 0 %, 0 %, 72.79 W, 1530 MHz, 877 MHz, P0
2026/02/11 11:44:06.727, 73, 0 %, 0 %, 71.83 W, 1530 MHz, 877 MHz, P0
2026/02/11 11:44:07.729, 71, 0 %, 0 %, 35.85 W, 337 MHz, 877 MHz, P0
2026/02/11 11:44:08.731, 69, 0 %, 0 %, 34.89 W, 337 MHz, 877 MHz, P0
2026/02/11 11:44:09.733, 68, 0 %, 0 %, 34.40 W, 337 MHz, 877 MHz, P0
2026/02/11 11:44:10.735, 67, 0 %, 0 %, 33.44 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:11.736, 66, 0 %, 0 %, 32.96 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:12.738, 66, 0 %, 0 %, 32.47 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:13.739, 65, 0 %, 0 %, 32.49 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:14.741, 64, 0 %, 0 %, 31.99 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:15.742, 64, 0 %, 0 %, 32.01 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:16.744, 63, 0 %, 0 %, 31.99 W, 135 MHz, 877 MHz, P0
2026/02/11 11:44:17.746, 63, 0 %, 0 %, 31.51 W, 135 MHz, 877 MHz, P0
